file_id,clean_file,noise_file,noise_category,snr_db,sample_rate,channels,output_file,impulsive_event_start_sec,impulsive_event_duration_sec
40,common_voice_en_18843978.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_18843978_non_stationary_helicopter_SNR_20dB_0040.wav,,
41,common_voice_en_25695666.wav,1-18527-B-44.wav,stationary,20,16000,1,common_voice_en_25695666_stationary_1-18527-B-44_SNR_20dB_0041.wav,,
42,common_voice_en_19952222.wav,1-115546-A-48.wav,impulsive,0,16000,1,common_voice_en_19952222_impulsive_1-115546-A-48_SNR_0dB_0042.wav,5.398375,0.1965625
43,common_voice_en_23731526.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_23731526_non_stationary_helicopter_SNR_10dB_0043.wav,,
44,common_voice_en_18725366.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_18725366_non_stationary_helicopter_SNR_-5dB_0044.wav,,
45,common_voice_en_23612307.wav,1-115545-A-48.wav,impulsive,0,16000,1,common_voice_en_23612307_impulsive_1-115545-A-48_SNR_0dB_0045.wav,4.39325,0.2961875
46,common_voice_en_24033983.wav,1-18527-B-44.wav,stationary,5,16000,1,common_voice_en_24033983_stationary_1-18527-B-44_SNR_5dB_0046.wav,,
47,common_voice_en_25113641.wav,1-18527-A-44.wav,stationary,10,16000,1,common_voice_en_25113641_stationary_1-18527-A-44_SNR_10dB_0047.wav,,
48,common_voice_en_19262161.wav,1-50455-A-44.wav,stationary,-5,16000,1,common_voice_en_19262161_stationary_1-50455-A-44_SNR_-5dB_0048.wav,,
49,common_voice_en_19227420.wav,1-115545-B-48.wav,impulsive,0,16000,1,common_voice_en_19227420_impulsive_1-115545-B-48_SNR_0dB_0049.wav,3.94325,0.516125
50,common_voice_en_19854923.wav,1-115545-A-48.wav,impulsive,0,16000,1,common_voice_en_19854923_impulsive_1-115545-A-48_SNR_0dB_0050.wav,3.1983125,0.4880625
51,common_voice_en_20242990.wav,1-115546-A-48.wav,impulsive,5,16000,1,common_voice_en_20242990_impulsive_1-115546-A-48_SNR_5dB_0051.wav,2.5361875,0.533125
52,common_voice_en_19767817.wav,1-18527-A-44.wav,stationary,15,16000,1,common_voice_en_19767817_stationary_1-18527-A-44_SNR_15dB_0052.wav,,
53,common_voice_en_27688638.wav,1-22882-A-44.wav,stationary,-5,16000,1,common_voice_en_27688638_stationary_1-22882-A-44_SNR_-5dB_0053.wav,,
54,common_voice_en_18725365.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_18725365_non_stationary_helicopter_SNR_-5dB_0054.wav,,
55,common_voice_en_26724562.wav,1-18527-B-44.wav,stationary,-5,16000,1,common_voice_en_26724562_stationary_1-18527-B-44_SNR_-5dB_0055.wav,,
56,common_voice_en_31191627.wav,1-18527-B-44.wav,stationary,10,16000,1,common_voice_en_31191627_stationary_1-18527-B-44_SNR_10dB_0056.wav,,
57,common_voice_en_19451233.wav,1-160563-A-48.wav,impulsive,0,16000,1,common_voice_en_19451233_impulsive_1-160563-A-48_SNR_0dB_0057.wav,0.6715625,0.6928125
58,common_voice_en_23707414.wav,helicopter.wav,non_stationary,5,16000,1,common_voice_en_23707414_non_stationary_helicopter_SNR_5dB_0058.wav,,
59,common_voice_en_19854920.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_19854920_non_stationary_helicopter_SNR_0dB_0059.wav,,
60,common_voice_en_20242990.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_20242990_non_stationary_helicopter_SNR_10dB_0060.wav,,
61,common_voice_en_21538040.wav,1-115545-A-48.wav,impulsive,-5,16000,1,common_voice_en_21538040_impulsive_1-115545-A-48_SNR_-5dB_0061.wav,0.600125,0.56925
62,common_voice_en_27688637.wav,1-22882-A-44.wav,stationary,0,16000,1,common_voice_en_27688637_stationary_1-22882-A-44_SNR_0dB_0062.wav,,
63,common_voice_en_21817013.wav,1-115545-B-48.wav,impulsive,5,16000,1,common_voice_en_21817013_impulsive_1-115545-B-48_SNR_5dB_0063.wav,3.5895625,0.3918125
64,common_voice_en_27688640.wav,1-160563-A-48.wav,impulsive,20,16000,1,common_voice_en_27688640_impulsive_1-160563-A-48_SNR_20dB_0064.wav,5.471125,0.641625
65,common_voice_en_27703526.wav,1-18527-A-44.wav,stationary,0,16000,1,common_voice_en_27703526_stationary_1-18527-A-44_SNR_0dB_0065.wav,,
66,common_voice_en_20242990.wav,1-18527-A-44.wav,stationary,20,16000,1,common_voice_en_20242990_stationary_1-18527-A-44_SNR_20dB_0066.wav,,
67,common_voice_en_27703526.wav,1-22882-A-44.wav,stationary,15,16000,1,common_voice_en_27703526_stationary_1-22882-A-44_SNR_15dB_0067.wav,,
68,common_voice_en_19854922.wav,1-115545-B-48.wav,impulsive,20,16000,1,common_voice_en_19854922_impulsive_1-115545-B-48_SNR_20dB_0068.wav,4.14025,0.7494375
69,common_voice_en_25695670.wav,1-18527-A-44.wav,stationary,-5,16000,1,common_voice_en_25695670_stationary_1-18527-A-44_SNR_-5dB_0069.wav,,
70,common_voice_en_23731524.wav,1-115545-A-48.wav,impulsive,-5,16000,1,common_voice_en_23731524_impulsive_1-115545-A-48_SNR_-5dB_0070.wav,5.2191875,0.4415
71,common_voice_en_20242990.wav,1-50454-A-44.wav,stationary,15,16000,1,common_voice_en_20242990_stationary_1-50454-A-44_SNR_15dB_0071.wav,,
72,common_voice_en_23731525.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_23731525_non_stationary_helicopter_SNR_-5dB_0072.wav,,
73,common_voice_en_19705426.wav,helicopter.wav,non_stationary,15,16000,1,common_voice_en_19705426_non_stationary_helicopter_SNR_15dB_0073.wav,,
74,common_voice_en_27703526.wav,1-18527-B-44.wav,stationary,-5,16000,1,common_voice_en_27703526_stationary_1-18527-B-44_SNR_-5dB_0074.wav,,
75,common_voice_en_21369214.wav,helicopter.wav,non_stationary,5,16000,1,common_voice_en_21369214_non_stationary_helicopter_SNR_5dB_0075.wav,,
76,common_voice_en_19952223.wav,helicopter.wav,non_stationary,15,16000,1,common_voice_en_19952223_non_stationary_helicopter_SNR_15dB_0076.wav,,
77,common_voice_en_23707410.wav,1-115545-B-48.wav,impulsive,0,16000,1,common_voice_en_23707410_impulsive_1-115545-B-48_SNR_0dB_0077.wav,7.2205,0.266375
78,common_voice_en_23707411.wav,1-22882-A-44.wav,stationary,10,16000,1,common_voice_en_23707411_stationary_1-22882-A-44_SNR_10dB_0078.wav,,
79,common_voice_en_19952223.wav,1-18527-A-44.wav,stationary,10,16000,1,common_voice_en_19952223_stationary_1-18527-A-44_SNR_10dB_0079.wav,,
80,common_voice_en_18681419.wav,1-115545-B-48.wav,impulsive,0,16000,1,common_voice_en_18681419_impulsive_1-115545-B-48_SNR_0dB_0080.wav,2.5000625,0.5713125
81,common_voice_en_19951091.wav,1-18527-B-44.wav,stationary,10,16000,1,common_voice_en_19951091_stationary_1-18527-B-44_SNR_10dB_0081.wav,,
82,common_voice_en_20260796.wav,1-115545-C-48.wav,impulsive,5,16000,1,common_voice_en_20260796_impulsive_1-115545-C-48_SNR_5dB_0082.wav,3.274125,0.756875
83,common_voice_en_27688637.wav,1-18527-A-44.wav,stationary,-5,16000,1,common_voice_en_27688637_stationary_1-18527-A-44_SNR_-5dB_0083.wav,,
84,common_voice_en_20242988.wav,1-22882-A-44.wav,stationary,-5,16000,1,common_voice_en_20242988_stationary_1-22882-A-44_SNR_-5dB_0084.wav,,
85,common_voice_en_19262163.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_19262163_non_stationary_helicopter_SNR_20dB_0085.wav,,
86,common_voice_en_21538040.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_21538040_non_stationary_helicopter_SNR_10dB_0086.wav,,
87,common_voice_en_27709079.wav,1-18527-A-44.wav,stationary,20,16000,1,common_voice_en_27709079_stationary_1-18527-A-44_SNR_20dB_0087.wav,,
88,common_voice_en_23731527.wav,1-50455-A-44.wav,stationary,20,16000,1,common_voice_en_23731527_stationary_1-50455-A-44_SNR_20dB_0088.wav,,
89,common_voice_en_19767843.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_19767843_non_stationary_helicopter_SNR_20dB_0089.wav,,
90,common_voice_en_21663172.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_21663172_non_stationary_helicopter_SNR_20dB_0090.wav,,
91,common_voice_en_26724561.wav,1-50454-A-44.wav,stationary,5,16000,1,common_voice_en_26724561_stationary_1-50454-A-44_SNR_5dB_0091.wav,,
92,common_voice_en_21101342.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_21101342_non_stationary_helicopter_SNR_10dB_0092.wav,,
93,common_voice_en_19726720.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_19726720_non_stationary_helicopter_SNR_10dB_0093.wav,,
94,common_voice_en_27703525.wav,1-115545-C-48.wav,impulsive,5,16000,1,common_voice_en_27703525_impulsive_1-115545-C-48_SNR_5dB_0094.wav,4.7511875,0.3151875
95,common_voice_en_31191671.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_31191671_non_stationary_helicopter_SNR_10dB_0095.wav,,
96,common_voice_en_19854923.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_19854923_non_stationary_helicopter_SNR_20dB_0096.wav,,
97,common_voice_en_19227417.wav,1-50455-A-44.wav,stationary,5,16000,1,common_voice_en_19227417_stationary_1-50455-A-44_SNR_5dB_0097.wav,,
98,common_voice_en_19227420.wav,1-115545-B-48.wav,impulsive,20,16000,1,common_voice_en_19227420_impulsive_1-115545-B-48_SNR_20dB_0098.wav,1.63125,0.4178125
99,common_voice_en_19705425.wav,1-18527-B-44.wav,stationary,10,16000,1,common_voice_en_19705425_stationary_1-18527-B-44_SNR_10dB_0099.wav,,
100,common_voice_en_580646.wav,1-115545-A-48.wav,impulsive,10,16000,1,common_voice_en_580646_impulsive_1-115545-A-48_SNR_10dB_0100.wav,3.1455,0.524375
101,common_voice_en_25695673.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_25695673_non_stationary_helicopter_SNR_20dB_0101.wav,,
102,common_voice_en_18522886.wav,1-115545-A-48.wav,impulsive,10,16000,1,common_voice_en_18522886_impulsive_1-115545-A-48_SNR_10dB_0102.wav,3.293625,0.3240625
103,common_voice_en_27004519.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_27004519_non_stationary_helicopter_SNR_-5dB_0103.wav,,
104,common_voice_en_25113639.wav,1-50454-A-44.wav,stationary,20,16000,1,common_voice_en_25113639_stationary_1-50454-A-44_SNR_20dB_0104.wav,,
105,common_voice_en_27703529.wav,helicopter.wav,non_stationary,15,16000,1,common_voice_en_27703529_non_stationary_helicopter_SNR_15dB_0105.wav,,
106,common_voice_en_26724561.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_26724561_non_stationary_helicopter_SNR_0dB_0106.wav,,
107,common_voice_en_24033984.wav,1-18527-B-44.wav,stationary,20,16000,1,common_voice_en_24033984_stationary_1-18527-B-44_SNR_20dB_0107.wav,,
108,common_voice_en_20260795.wav,1-160563-A-48.wav,impulsive,10,16000,1,common_voice_en_20260795_impulsive_1-160563-A-48_SNR_10dB_0108.wav,1.12475,0.74175
109,common_voice_en_24033981.wav,1-22882-A-44.wav,stationary,0,16000,1,common_voice_en_24033981_stationary_1-22882-A-44_SNR_0dB_0109.wav,,
110,common_voice_en_20260793.wav,1-50455-A-44.wav,stationary,-5,16000,1,common_voice_en_20260793_stationary_1-50455-A-44_SNR_-5dB_0110.wav,,
111,common_voice_en_19657026.wav,1-50454-A-44.wav,stationary,20,16000,1,common_voice_en_19657026_stationary_1-50454-A-44_SNR_20dB_0111.wav,,
112,common_voice_en_19705427.wav,1-115545-A-48.wav,impulsive,10,16000,1,common_voice_en_19705427_impulsive_1-115545-A-48_SNR_10dB_0112.wav,4.4450625,0.517375
113,common_voice_en_25113642.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_25113642_non_stationary_helicopter_SNR_10dB_0113.wav,,
114,common_voice_en_22939428.wav,1-160563-A-48.wav,impulsive,20,16000,1,common_voice_en_22939428_impulsive_1-160563-A-48_SNR_20dB_0114.wav,3.1160625,0.12
115,common_voice_en_25234748.wav,1-22882-A-44.wav,stationary,5,16000,1,common_voice_en_25234748_stationary_1-22882-A-44_SNR_5dB_0115.wav,,
116,common_voice_en_22939428.wav,1-115546-A-48.wav,impulsive,15,16000,1,common_voice_en_22939428_impulsive_1-115546-A-48_SNR_15dB_0116.wav,3.9995625,0.6591875
117,common_voice_en_19951089.wav,1-50454-A-44.wav,stationary,-5,16000,1,common_voice_en_19951089_stationary_1-50454-A-44_SNR_-5dB_0117.wav,,
118,common_voice_en_22939428.wav,1-50454-A-44.wav,stationary,20,16000,1,common_voice_en_22939428_stationary_1-50454-A-44_SNR_20dB_0118.wav,,
119,common_voice_en_19726069.wav,1-115545-B-48.wav,impulsive,15,16000,1,common_voice_en_19726069_impulsive_1-115545-B-48_SNR_15dB_0119.wav,3.2278125,0.6469375
120,common_voice_en_31171727.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_31171727_non_stationary_helicopter_SNR_-5dB_0120.wav,,
121,common_voice_en_23731525.wav,1-50454-A-44.wav,stationary,0,16000,1,common_voice_en_23731525_stationary_1-50454-A-44_SNR_0dB_0121.wav,,
122,common_voice_en_18725365.wav,1-22882-A-44.wav,stationary,0,16000,1,common_voice_en_18725365_stationary_1-22882-A-44_SNR_0dB_0122.wav,,
123,common_voice_en_25113639.wav,1-50454-A-44.wav,stationary,5,16000,1,common_voice_en_25113639_stationary_1-50454-A-44_SNR_5dB_0123.wav,,
124,common_voice_en_23707414.wav,1-18527-A-44.wav,stationary,10,16000,1,common_voice_en_23707414_stationary_1-18527-A-44_SNR_10dB_0124.wav,,
125,common_voice_en_18561928.wav,1-115545-A-48.wav,impulsive,5,16000,1,common_voice_en_18561928_impulsive_1-115545-A-48_SNR_5dB_0125.wav,2.6695625,0.3295625
126,common_voice_en_18681422.wav,1-115545-B-48.wav,impulsive,0,16000,1,common_voice_en_18681422_impulsive_1-115545-B-48_SNR_0dB_0126.wav,1.954125,0.1208125
127,common_voice_en_19657017.wav,helicopter.wav,non_stationary,15,16000,1,common_voice_en_19657017_non_stationary_helicopter_SNR_15dB_0127.wav,,
128,common_voice_en_25113642.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_25113642_non_stationary_helicopter_SNR_0dB_0128.wav,,
129,common_voice_en_31191671.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_31191671_non_stationary_helicopter_SNR_0dB_0129.wav,,
130,common_voice_en_21369215.wav,1-18527-A-44.wav,stationary,5,16000,1,common_voice_en_21369215_stationary_1-18527-A-44_SNR_5dB_0130.wav,,
131,common_voice_en_27709079.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_27709079_non_stationary_helicopter_SNR_10dB_0131.wav,,
132,common_voice_en_19767843.wav,1-18527-B-44.wav,stationary,-5,16000,1,common_voice_en_19767843_stationary_1-18527-B-44_SNR_-5dB_0132.wav,,
133,common_voice_en_21369213.wav,1-160563-A-48.wav,impulsive,-5,16000,1,common_voice_en_21369213_impulsive_1-160563-A-48_SNR_-5dB_0133.wav,2.84425,0.6795
134,common_voice_en_27688636.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_27688636_non_stationary_helicopter_SNR_-5dB_0134.wav,,
135,common_voice_en_26724561.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_26724561_non_stationary_helicopter_SNR_10dB_0135.wav,,
136,common_voice_en_19262163.wav,helicopter.wav,non_stationary,20,16000,1,common_voice_en_19262163_non_stationary_helicopter_SNR_20dB_0136.wav,,
137,common_voice_en_25113640.wav,1-115546-A-48.wav,impulsive,0,16000,1,common_voice_en_25113640_impulsive_1-115546-A-48_SNR_0dB_0137.wav,2.52275,0.63425
138,common_voice_en_27688637.wav,1-115546-A-48.wav,impulsive,10,16000,1,common_voice_en_27688637_impulsive_1-115546-A-48_SNR_10dB_0138.wav,2.6403125,0.7066875
139,common_voice_en_19952222.wav,1-115545-A-48.wav,impulsive,5,16000,1,common_voice_en_19952222_impulsive_1-115545-A-48_SNR_5dB_0139.wav,3.806875,0.5615625
140,common_voice_en_27709076.wav,helicopter.wav,non_stationary,5,16000,1,common_voice_en_27709076_non_stationary_helicopter_SNR_5dB_0140.wav,,
141,common_voice_en_18561931.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_18561931_non_stationary_helicopter_SNR_0dB_0141.wav,,
142,common_voice_en_19854923.wav,helicopter.wav,non_stationary,5,16000,1,common_voice_en_19854923_non_stationary_helicopter_SNR_5dB_0142.wav,,
143,common_voice_en_20260796.wav,1-115545-C-48.wav,impulsive,15,16000,1,common_voice_en_20260796_impulsive_1-115545-C-48_SNR_15dB_0143.wav,1.565125,0.110375
144,common_voice_en_19227417.wav,1-50454-A-44.wav,stationary,10,16000,1,common_voice_en_19227417_stationary_1-50454-A-44_SNR_10dB_0144.wav,,
145,common_voice_en_27703528.wav,1-115546-A-48.wav,impulsive,20,16000,1,common_voice_en_27703528_impulsive_1-115546-A-48_SNR_20dB_0145.wav,0.070625,0.6025625
146,common_voice_en_19227420.wav,1-50454-A-44.wav,stationary,20,16000,1,common_voice_en_19227420_stationary_1-50454-A-44_SNR_20dB_0146.wav,,
147,common_voice_en_19952222.wav,1-50455-A-44.wav,stationary,5,16000,1,common_voice_en_19952222_stationary_1-50455-A-44_SNR_5dB_0147.wav,,
148,common_voice_en_25234746.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_25234746_non_stationary_helicopter_SNR_10dB_0148.wav,,
149,common_voice_en_27703525.wav,1-50454-A-44.wav,stationary,5,16000,1,common_voice_en_27703525_stationary_1-50454-A-44_SNR_5dB_0149.wav,,
150,common_voice_en_21369214.wav,1-18527-A-44.wav,stationary,20,16000,1,common_voice_en_21369214_stationary_1-18527-A-44_SNR_20dB_0150.wav,,
151,common_voice_en_21538040.wav,1-50455-A-44.wav,stationary,20,16000,1,common_voice_en_21538040_stationary_1-50455-A-44_SNR_20dB_0151.wav,,
152,common_voice_en_19726723.wav,1-50454-A-44.wav,stationary,5,16000,1,common_voice_en_19726723_stationary_1-50454-A-44_SNR_5dB_0152.wav,,
153,common_voice_en_30619683.wav,1-160563-A-48.wav,impulsive,15,16000,1,common_voice_en_30619683_impulsive_1-160563-A-48_SNR_15dB_0153.wav,3.4104375,0.38975
154,common_voice_en_19767818.wav,1-22882-A-44.wav,stationary,0,16000,1,common_voice_en_19767818_stationary_1-22882-A-44_SNR_0dB_0154.wav,,
155,common_voice_en_21369213.wav,1-50455-A-44.wav,stationary,0,16000,1,common_voice_en_21369213_stationary_1-50455-A-44_SNR_0dB_0155.wav,,
156,common_voice_en_20260795.wav,1-18527-A-44.wav,stationary,15,16000,1,common_voice_en_20260795_stationary_1-18527-A-44_SNR_15dB_0156.wav,,
157,common_voice_en_19657017.wav,helicopter.wav,non_stationary,-5,16000,1,common_voice_en_19657017_non_stationary_helicopter_SNR_-5dB_0157.wav,,
158,common_voice_en_27709077.wav,1-50454-A-44.wav,stationary,10,16000,1,common_voice_en_27709077_stationary_1-50454-A-44_SNR_10dB_0158.wav,,
159,common_voice_en_21663202.wav,1-18527-A-44.wav,stationary,5,16000,1,common_voice_en_21663202_stationary_1-18527-A-44_SNR_5dB_0159.wav,,
160,common_voice_en_19451232.wav,1-115546-A-48.wav,impulsive,10,16000,1,common_voice_en_19451232_impulsive_1-115546-A-48_SNR_10dB_0160.wav,0.439125,0.1758125
161,common_voice_en_19705426.wav,1-50455-A-44.wav,stationary,5,16000,1,common_voice_en_19705426_stationary_1-50455-A-44_SNR_5dB_0161.wav,,
162,common_voice_en_19227417.wav,1-115545-A-48.wav,impulsive,15,16000,1,common_voice_en_19227417_impulsive_1-115545-A-48_SNR_15dB_0162.wav,4.280875,0.526125
163,common_voice_en_22939425.wav,helicopter.wav,non_stationary,5,16000,1,common_voice_en_22939425_non_stationary_helicopter_SNR_5dB_0163.wav,,
164,common_voice_en_30619683.wav,1-115545-C-48.wav,impulsive,15,16000,1,common_voice_en_30619683_impulsive_1-115545-C-48_SNR_15dB_0164.wav,2.497,0.735875
165,common_voice_en_19262161.wav,1-115545-B-48.wav,impulsive,20,16000,1,common_voice_en_19262161_impulsive_1-115545-B-48_SNR_20dB_0165.wav,1.330125,0.3160625
166,common_voice_en_19726067.wav,1-50455-A-44.wav,stationary,-5,16000,1,common_voice_en_19726067_stationary_1-50455-A-44_SNR_-5dB_0166.wav,,
167,common_voice_en_19726067.wav,1-50454-A-44.wav,stationary,20,16000,1,common_voice_en_19726067_stationary_1-50454-A-44_SNR_20dB_0167.wav,,
168,common_voice_en_31191627.wav,helicopter.wav,non_stationary,0,16000,1,common_voice_en_31191627_non_stationary_helicopter_SNR_0dB_0168.wav,,
169,common_voice_en_21101339.wav,1-115546-A-48.wav,impulsive,-5,16000,1,common_voice_en_21101339_impulsive_1-115546-A-48_SNR_-5dB_0169.wav,5.1204375,0.339
170,common_voice_en_30619683.wav,helicopter.wav,non_stationary,10,16000,1,common_voice_en_30619683_non_stationary_helicopter_SNR_10dB_0170.wav,,
171,common_voice_en_27688640.wav,1-18527-B-44.wav,stationary,5,16000,1,common_voice_en_27688640_stationary_1-18527-B-44_SNR_5dB_0171.wav,,
